-3.6,0.589371919632,0.721132695675,0.382440686226,1.35110280732,-0.958268003698,0.842620205482,0.279216468334,-0.104846261442,-0.320794165134,-0.00475056015886,0.117504271014,0.126010402516,-0.0255972822662,-0.0592677895166,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.44,normal,1,1,normal
-3.6,-0.13563002646,0.373866319656,0.332546025515,1.35069410823,-1.19780564104,1.13604771902,0.328653126955,0.0427849255502,-0.0735164880753,-0.0180055338982,0.107533366425,0.122983524576,-0.0211981248017,-0.0518172765709,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.53,normal,2,2,normal
-3.6,0.204778149724,0.516210317612,0.0496047213674,1.33544711164,-1.07185581113,1.04274078662,-0.0433373488486,0.00411021569744,0.0557296462357,-0.0161679823045,0.10754848872,0.120485584512,-0.0206447163131,-0.0526169175841,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.62,normal,3,3,normal
-3.6,-0.386766642332,0.0597127005458,-0.17084595561,1.31252219721,-0.911415261071,0.930907975503,0.0558134950697,0.0473070815206,-0.00432444503531,-0.0265608946327,0.0950216895776,0.123856084794,-0.0206616336992,-0.0550805460103,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.72,normal,4,4,normal
-3.6,-0.531524777412,0.130857676268,-0.0444609820843,1.27618367417,-0.816669066914,0.870115620444,0.323137193918,-0.164438456297,-0.095845118165,-0.025475899959,0.0898358707564,0.124879792854,-0.0250100507727,-0.0549080482032,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.81,normal,5,5,normal
-3.6,0.154671445489,0.497281849384,-0.00323747517541,1.26083873438,-0.780542026713,0.856357036432,0.348511189222,-0.235229790211,-0.365687429905,5.22818323226e-05,0.091335242285,0.123138786778,-0.0263629114022,-0.0584556031134,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530780.9,normal,6,6,normal
-3.6,1.07990682125,0.55329310894,0.278564602137,1.28507983066,-0.866550117093,0.972254350948,0.340953677893,-0.223660767078,-0.257030934095,-0.00200371296145,0.0720922588246,0.115289581567,-0.017025918602,-0.0502745333966,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.0,normal,7,7,normal
-3.6,0.189439833164,-0.0882585048676,-0.035005658865,1.30617436789,-0.985890136399,1.13115547794,0.134295523167,0.134258821607,0.0319927036762,-0.0457507613394,0.0426622914211,0.113835555464,-0.0135956598958,-0.0455924233329,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.08,normal,8,8,normal
-3.6,0.0146105699241,-0.0638695955276,-0.0757130756974,1.31766193915,-1.03716134063,1.20205674871,0.165540143847,0.117103762925,-0.0823723450303,-0.0475514485035,0.0339491247074,0.113751052469,-0.0181655690214,-0.0538740512263,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.18,normal,9,9,normal
-3.6,0.0416731722653,0.168401956558,0.101993687451,1.30271009819,-0.959819864954,1.12775006068,0.230362638831,-0.178771555424,-0.133321523666,-0.0434034613613,0.032327858402,0.113838702589,-0.0167513404926,-0.0553483949136,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.27,normal,10,10,normal
-3.6,0.326521873474,0.242927849293,-0.172025591135,1.30340370836,-1.02582746025,1.20796649444,0.223594099283,-0.155654102564,-0.173288807273,-0.0511994131003,0.026395017399,0.115278634876,-0.00931795464363,-0.059891879959,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.37,normal,11,11,normal
-3.6,0.0278840195388,0.287681370974,0.0293435975909,1.32169379647,-1.13983487287,1.35339333237,0.246437996626,0.0901057496667,-0.0996025875211,-0.0336400349531,0.0315059154169,0.118256793469,-0.00381145657506,-0.075195589764,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.45,normal,12,12,normal
-3.6,-0.220061898232,0.374398827553,-0.0508864708245,1.32576510481,-1.02691310911,1.26464492744,0.0366690568626,0.0868442282081,0.159755006433,-0.0248935936112,0.0367051969902,0.127221948951,-0.00297673807945,-0.0788089113962,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.55,normal,13,13,normal
-3.6,-0.00250128516927,0.210058540106,0.145072981715,1.30275344403,-0.935581475454,1.19272132494,0.192387491465,-0.115726016462,0.00561070209369,-0.00659333092161,0.033062115206,0.132719061598,-0.0026234039804,-0.0928189643752,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.64,normal,14,14,normal
-3.6,-0.0577701665461,0.19033691287,-0.202811703086,1.2940988664,-0.867647986255,1.14415209424,0.0726119503379,-0.145993068814,-0.144217342138,-0.00919227093458,0.0270330061452,0.135015827045,0.00496204866562,-0.101688709464,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.74,normal,15,15,normal
-3.6,0.0798114612699,0.355800360441,-0.410909712315,1.33021276399,-0.80160796076,1.10878217408,0.0473046191037,-0.0905379652977,0.0338929146528,-0.00371132753789,0.0236085971506,0.143518817797,0.00829252923373,-0.109113806095,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.83,normal,16,16,normal
-3.6,0.156080037355,0.363396704197,-0.182235002518,1.36612395302,-0.755167875011,1.09647968585,0.140619546175,0.0464494042099,0.0237886290997,-0.00326502643526,0.00818035327509,0.154067197442,0.00863140816335,-0.117114953902,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530781.92,normal,17,17,normal
-3.6,-0.138497233391,0.0912031978369,-0.0427966751158,1.37517353403,-0.701104882007,1.06259987074,0.101627662778,0.0932314917445,0.0393225029111,-0.0171801581234,0.00012236968294,0.161343228817,0.00475283595268,-0.120412573386,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.01,normal,18,18,normal
-3.6,-0.283638179302,-0.00340651115403,-0.115167155862,1.35959907525,-0.606588858439,0.964452182233,0.125439465046,-0.0157801564783,-0.0259643793106,-0.0183983837813,0.00291327223793,0.165454137027,0.00241376894061,-0.123913560528,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.11,normal,19,19,normal
-3.6,-0.0831534639001,-0.0611332990229,-0.152145728469,1.33002303529,-0.265015782095,0.623680530964,0.12590290606,-0.0974496454,-0.0665630176663,-0.00842914186418,0.00998612302967,0.169119387567,0.00561122863088,-0.132044538874,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.19,normal,20,20,normal
-3.6,-0.0757517144084,0.0667987316847,-0.0909846946597,1.32065612957,-0.208244845258,0.565106688603,0.122008413076,-0.0835667327046,-0.168437495828,-0.00896109469235,0.0112353124065,0.176158728004,0.0113455402711,-0.139498955477,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.29,normal,21,21,normal
-3.6,0.620082736015,0.126425802708,0.0396518856287,1.34442417945,-0.21979121439,0.57794948875,0.0684657841921,-0.0285952202976,0.0237317681313,-0.00405828051269,0.00291667032667,0.186307182312,0.0114292101422,-0.143276653457,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.39,normal,22,22,normal
-3.6,-0.48782864213,-0.151217907667,0.0533438399434,1.35897990996,-0.246583130361,0.607592432943,0.0771653056145,0.0558519437909,0.145313635468,-0.0146029514819,0.00424216854997,0.196317907274,0.0109282929311,-0.143676040629,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.48,normal,23,23,normal
-3.6,-0.54486644268,-0.222346961498,-0.229261815548,1.30809648041,-0.221336042831,0.562328139424,0.0845676884055,-0.0308591350913,-0.0928377956152,-0.000337854996324,0.0232754032654,0.201706324518,0.00910338452552,-0.149615198532,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.56,normal,24,24,normal
-3.6,0.412510365248,-0.187516927719,-0.123191431165,1.30086835839,-0.189408838679,0.511750582435,0.136128917336,-0.220917537808,-0.194787338376,0.00909639678895,0.0360060207886,0.204850462228,0.015768615962,-0.15229918764,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324594,897.858642578,77.638770353,12.9536043945,1495530782.66,normal,25,25,normal
31.8600013733,0.765858829021,-0.0988819897175,0.000917058030609,1.36123944989,-0.228985178658,0.537668554365,0.0386290922761,0.113483913243,-0.0429327487946,-0.00492344655097,0.0546765320344,0.215202596635,0.0137059724936,-0.154688165346,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119141,77.6387561113,12.953577186,1495530782.75,normal,26,26,normal
31.8600013733,0.00963935628533,-0.0757480040193,0.369323521852,1.39430082106,-0.448175028584,0.740997511836,0.0408960878849,0.141813695431,0.279837459326,-0.0183587301522,0.0596710555596,0.220584699214,0.010086292536,-0.16786808149,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119141,77.6387561113,12.953577186,1495530782.85,normal,27,27,normal
31.8600013733,-0.279395550489,0.0648244991899,0.463512927294,1.37766215117,-0.656140489599,0.939806003852,0.167004451156,-0.069846779108,0.10812022537,-0.0126320321858,0.0663158655507,0.227728175819,0.00958330220077,-0.181314249197,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119141,77.6387561113,12.953577186,1495530782.94,normal,28,28,normal
31.8600013733,-0.29846277833,0.0460566282272,0.0799925625324,1.35486164871,-0.678952404206,0.965627171446,0.0474995039403,-0.0737452954054,-0.150837019086,-0.0165940965712,0.065228569374,0.23154507637,0.0141273919353,-0.188804227719,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119141,77.6387561113,12.953577186,1495530783.03,normal,29,29,normal
