Speed,GyroScop_x,GyroScop_y,GyroScop_z,attitude_pitch,attitude_roll,attitude_yaw,acceleration_x,acceleration_y,acceleration_z,G_x_avg,G_y_avg,A_x_avg,A_y_avg,A_z_avg,marker,trip_id,holizontalAccuracy,verticalAccuracy,altitude,longitude,latitude,timestamp,p_marker,Line Group (Path ID),Order of Points,combined_marker
-3.6,0.0416731722652912,0.168401956558228,0.101993687450886,1.30271009818655,-0.959819864954021,1.12775006068333,0.230362638831139,-0.178771555423737,-0.133321523666382,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.268,normal,10,10,normal
-3.6,0.326521873474121,0.242927849292755,-0.172025591135025,1.30340370835758,-1.02582746024966,1.20796649444392,0.223594099283218,-0.155654102563858,-0.173288807272911,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.367,normal,11,11,normal
-3.6,0.0278840195387602,0.287681370973587,0.0293435975909233,1.32169379647249,-1.13983487287235,1.35339333236927,0.2464379966259,0.0901057496666908,-0.0996025875210762,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.453,normal,12,12,normal
-3.6,-0.220061898231506,0.374398827552795,-0.0508864708244801,1.32576510481012,-1.02691310911453,1.26464492744237,0.0366690568625927,0.086844228208065,0.159755006432533,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.551,normal,13,13,normal
-3.6,-0.00250128516927361,0.21005854010582,0.145072981715202,1.30275344402641,-0.935581475453559,1.19272132493885,0.192387491464615,-0.115726016461849,0.00561070209369063,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.638,normal,14,14,normal
-3.6,-0.0577701665461063,0.190336912870407,-0.202811703085899,1.29409886639621,-0.867647986254865,1.14415209423624,0.0726119503378868,-0.145993068814278,-0.14421734213829,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.737,normal,15,15,normal
-3.6,0.0798114612698555,0.355800360441208,-0.410909712314606,1.33021276398981,-0.801607960759795,1.10878217407844,0.0473046191036701,-0.090537965297699,0.0338929146528244,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.833,normal,16,16,normal
-3.6,0.156080037355423,0.36339670419693,-0.1822350025177,1.36612395301784,-0.755167875011299,1.09647968585341,0.140619546175003,0.0464494042098522,0.0237886290997267,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530781.922,normal,17,17,normal
-3.6,-0.138497233390808,0.0912031978368759,-0.0427966751158237,1.37517353403458,-0.701104882006556,1.06259987074312,0.101627662777901,0.0932314917445183,0.0393225029110909,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.007,normal,18,18,normal
-3.6,-0.283638179302216,-0.00340651115402579,-0.115167155861855,1.35959907525216,-0.60658885843858,0.964452182233087,0.125439465045929,-0.0157801564782858,-0.0259643793106079,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.105,normal,19,19,normal
-3.6,-0.0831534639000893,-0.061133299022913,-0.152145728468895,1.33002303528835,-0.265015782094894,0.623680530964257,0.125902906060219,-0.0974496454000473,-0.0665630176663399,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.193,normal,20,20,normal
-3.6,-0.0757517144083977,0.0667987316846848,-0.0909846946597099,1.32065612957234,-0.208244845257874,0.565106688603117,0.122008413076401,-0.0835667327046394,-0.168437495827675,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.292,normal,21,21,normal
-3.6,0.62008273601532,0.126425802707672,0.0396518856287003,1.34442417945054,-0.219791214389657,0.577949488750323,0.0684657841920853,-0.028595220297575,0.0237317681312561,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.391,normal,22,22,normal
-3.6,-0.487828642129898,-0.15121790766716,0.053343839943409,1.35897990995998,-0.24658313036097,0.60759243294283,0.0771653056144714,0.0558519437909126,0.145313635468483,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.477,normal,23,23,normal
-3.6,-0.544866442680359,-0.22234696149826,-0.229261815547943,1.30809648041171,-0.221336042830628,0.562328139424459,0.0845676884055138,-0.0308591350913048,-0.0928377956151962,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.564,normal,24,24,normal
-3.6,0.412510365247726,-0.187516927719116,-0.123191431164742,1.3008683583865,-0.189408838678748,0.511750582435147,0.136128917336464,-0.220917537808418,-0.194787338376045,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,65.0,11.2497324593839,897.858642578125,77.6387703530414,12.9536043945045,1495530782.662,normal,25,25,normal
31.86000137329103,0.765858829021454,-0.0988819897174835,0.000917058030609041,1.36123944989481,-0.228985178657523,0.537668554365376,0.0386290922760963,0.113483913242817,-0.0429327487945557,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119140625,77.6387561113365,12.953577185993,1495530782.748,normal,26,26,normal
31.86000137329103,0.00963935628533363,-0.0757480040192604,0.369323521852493,1.39430082105577,-0.448175028583776,0.740997511836453,0.040896087884903,0.141813695430756,0.27983745932579,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119140625,77.6387561113365,12.953577185993,1495530782.846,normal,27,27,normal
31.86000137329103,-0.279395550489426,0.0648244991898537,0.463512927293777,1.37766215116939,-0.656140489599313,0.939806003851671,0.167004451155663,-0.0698467791080475,0.10812022536993,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119140625,77.6387561113365,12.953577185993,1495530782.944,normal,28,28,normal
31.86000137329103,-0.298462778329849,0.0460566282272339,0.0799925625324249,1.35486164870975,-0.678952404206236,0.965627171446034,0.0474995039403439,-0.0737452954053879,-0.150837019085884,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.422119140625,77.6387561113365,12.953577185993,1495530783.031,normal,29,29,normal
31.86000137329103,-0.0155722927302122,0.142709240317345,-0.0393612682819366,1.34782904106497,-0.601487297769978,0.90015716954735,0.0696313232183456,-0.111576907336712,-0.0745047181844711,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.118,normal,30,30,normal
31.86000137329103,0.026854308322072,0.065266840159893,0.292767405509949,1.35111459640643,-0.655654365312394,0.976544889046119,0.126482263207436,-0.0239110738039017,-0.0592307932674885,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.217,normal,31,31,normal
31.86000137329103,-0.553147494792938,0.0990321710705757,0.0195075739175081,1.32266716865585,-0.622240197234263,0.949332821608438,-0.0247023478150368,0.0617197714745998,0.0724399536848068,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.303,normal,32,32,normal
31.86000137329103,0.56934529542923,-0.070002093911171,0.378215253353119,1.3115988194572,-0.653135544378807,1.00605229074659,0.278187811374664,-0.0619989968836308,-0.461608290672302,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.403,normal,33,33,normal
31.86000137329103,0.423563331365585,-0.00380550161935389,0.0485244430601597,1.32429604518423,-0.846115276042994,1.20953215795929,0.37294065952301,0.0721435472369194,-0.531711757183075,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.491,normal,34,34,normal
31.86000137329103,-0.486102193593979,0.163609817624092,-0.196932017803192,1.34582633176499,-0.838766848736124,1.20707889901561,-0.0258738771080971,0.137886732816696,0.0437537282705307,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.588,normal,35,35,normal
31.86000137329103,0.316897034645081,0.500606596469879,-0.00191637070383877,1.35241391404396,-0.862217299325659,1.24725649781228,0.0609082467854023,-0.0732350721955299,0.212870821356773,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.675,normal,36,36,normal
31.86000137329103,-0.511808037757874,0.21846504509449,0.0647733807563782,1.36417560206013,-0.986940298149798,1.40111191843497,-0.148930296301842,0.210770174860954,0.600837171077728,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.773,normal,37,37,normal
31.86000137329103,-1.30035650730133,-0.181331723928452,0.220277950167656,1.30797382903099,-0.835541032271237,1.20859914331911,0.0929722711443901,-0.40859180688858,0.34550666809082,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.859,normal,38,38,normal
31.86000137329103,0.401022911071777,0.404821664094925,-0.257356345653534,1.3426283402543,-0.779045875482311,1.14730079262908,0.164950862526894,-0.219933077692986,-0.425424367189407,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530783.956,normal,39,39,normal
31.86000137329103,0.469995588064194,0.188683077692986,-0.431372493505478,1.39589310646633,-0.76475836723284,1.12973067159541,-0.124896593391895,0.248781472444534,-0.155263856053352,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,50.0,32.0,891.853515625,77.6388241723903,12.9535417724521,1495530784.045,normal,40,40,normal
34.99200096130372,-0.189954921603203,-0.145086511969566,-0.151804983615875,1.40340392668622,-0.593078042139759,0.932210812420255,0.0361914485692978,0.210311517119408,0.0433709174394608,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.142,normal,41,41,normal
34.99200096130372,-0.0700255855917931,-0.0679439753293991,-0.00564500875771046,1.38291322785137,-0.531896382801759,0.853997480497034,0.253465980291367,-0.124409690499306,-0.0780687257647514,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.23,normal,42,42,normal
34.99200096130372,0.0655531510710716,-0.168152272701263,-0.127049699425697,1.37674780880458,-0.459604104228547,0.777044842161417,0.0594774186611176,-0.112457372248173,-0.0933519452810287,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.329,normal,43,43,normal
34.99200096130372,0.247266530990601,-8.46217590151355e-05,0.221786797046661,1.39133875668303,-0.55081864651107,0.863470058707779,0.212883114814758,-0.103507459163666,-0.224063977599144,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.416,normal,44,44,normal
34.99200096130372,0.173208609223366,-0.0515217743813992,0.307930529117584,1.39080269042068,-0.760619242138503,1.06218725822439,0.157730340957642,-0.0111350268125534,-0.150572031736374,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.512,normal,45,45,normal
34.99200096130372,0.109071023762226,-0.0139840990304947,0.214380189776421,1.38557397597845,-0.921888416160619,1.21803424792672,0.137729778885841,0.0644382908940315,-0.158603429794312,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.601,normal,46,46,normal
34.99200096130372,0.0643092691898346,0.0846255347132683,0.1588004976511,1.39341908627779,-0.942998210013495,1.24160455577577,-0.0456727109849453,0.131770804524422,0.0141772869974375,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.699,normal,47,47,normal
34.99200096130372,-0.233153030276299,-0.075333334505558,0.256169080734253,1.38407326898961,-0.971087855251624,1.27008910172616,0.031389094889164,0.0810980647802353,-0.0127476835623384,0.0,0.0,0.0,0.0,0.0,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.785,normal,48,48,normal
34.99200096130372,-1.01107621192932,-0.0758622661232948,0.349244505167007,1.33801945714073,-0.860292460039795,1.1498530898792,0.188886255025864,-0.127449542284012,0.104631252586842,-0.012169902110472197,0.1172960773544037,0.12448466472327713,-0.02368440634571021,-0.053959226105362204,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.884,normal,49,49,normal
34.99200096130372,0.119589425623417,0.372215390205383,-0.159047812223434,1.31762524056988,-0.773087796850908,1.06679926830938,0.168662935495377,-0.0583052113652229,-0.390559911727905,-0.004750560158863537,0.1175042710141861,0.1260104025155306,-0.02559728226624434,-0.059267789516598,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530784.971,normal,50,50,normal
34.99200096130372,-0.0733767673373222,0.222587466239929,-0.0370699092745781,1.33281705687664,-0.780728860736596,1.09755723094661,0.127872571349144,0.115111611783504,0.0517314821481705,-0.01800553389824914,0.10753336642548676,0.12298352457582955,-0.0211981248017401,-0.051817276570945994,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,884.1337890625,77.6388846897312,12.9534592526154,1495530785.068,normal,51,51,normal
39.67200164794932,-0.043752446770668,0.37462243437767,0.116245195269585,1.33206784628211,-0.782049132679544,1.12998861995399,0.203756123781204,0.0704553499817848,-0.113498538732529,-0.01616798230446862,0.10754848871991272,0.12048558451235297,-0.020644716313108852,-0.052616917584091455,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.156,normal,52,52,normal
39.67200164794932,-0.314867466688156,-0.11012963950634,-0.0203968640416861,1.31520118930605,-0.737232399530839,1.08754290799841,0.125187665224075,0.00326434639282525,-0.0674517750740051,-0.02656089463271188,0.09502168957755204,0.12385608479380611,-0.020661633699201095,-0.05508054601028564,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.254,normal,53,53,normal
39.67200164794932,-0.33251690864563,-0.199578240513802,-0.108842737972736,1.30221491934579,-0.447181967762828,0.79370863800711,0.106998898088932,-0.170113772153854,0.00430044531822205,-0.025475899958982938,0.08983587075636025,0.1248797928541899,-0.02501005077268932,-0.05490804820321503,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.341,normal,54,54,normal
39.67200164794932,0.744884312152863,0.205826252698898,0.155015558004379,1.31667650028159,-0.49278625963564,0.852238359124861,0.236086890101433,-0.232081487774849,-0.273222863674164,5.22818323226204e-05,0.09133524228498574,0.123138786777854,-0.02636291140224788,-0.05845560311339798,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.439,normal,55,55,normal
39.67200164794932,0.0518717058002949,-0.464867323637009,-0.00472665065899491,1.35524724334864,-0.64238676403726,1.00997356048593,-0.0439490713179111,0.231619849801064,0.0433660559356213,-0.0020037129614500814,0.07209225882455941,0.11528958156704906,-0.01702591860201212,-0.050274533396586794,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.549,normal,56,56,normal
39.67200164794932,-1.10744559764862,-0.918205261230469,0.0278051421046257,1.32401107616116,-0.4888415969347,0.839523912983675,0.268252372741699,-0.0521478317677975,-0.0229254309087992,-0.04575076133944088,0.04266229142114754,0.11383555546402935,-0.013595659895800073,-0.04559242333285511,normal,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.624,normal,57,57,normal
39.67200164794932,0.099405474960804,-0.523916840553284,0.122058801352978,1.30636820738139,-0.396656349729948,0.771449412784251,0.130070373415947,-0.0942366346716881,-0.38208869099617,-0.0475514485035091,0.03394912470743293,0.11375105246901518,-0.018165569021366554,-0.05387405122630299,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.712,Hard Acceleration,58,58,matched
39.67200164794932,0.222009927034378,-0.14493291079998,0.164226293563843,1.34419810331113,-0.577418188514793,0.972576043397414,0.169922649860382,0.187815189361572,-0.156089529395103,-0.043403461361303866,0.032327858401986306,0.11383870258927349,-0.01675134049262853,-0.05534839491359889,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.81,Hard Acceleration,59,59,matched
39.67200164794932,-0.348124414682388,-0.128240093588829,0.324972093105316,1.36437736135386,-0.768333862997871,1.15080965166367,0.302359253168106,0.192897737026215,-0.360495775938034,-0.05119941310025745,0.026395017399045168,0.11527863487601284,-0.009317954643629492,-0.05989187995903194,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.897,Hard Acceleration,60,60,matched
39.67200164794932,1.20449078083038,0.49847275018692,0.283591955900192,1.39298848250284,-1.07021809853533,1.48793634357434,0.372502028942108,0.119670800864697,-0.938474297523499,-0.03364003495313226,0.031505915416928466,0.11825679346919063,-0.003811456575058391,-0.0751955897640437,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530785.995,Hard Acceleration,61,61,matched
39.67200164794932,0.46520608663559,0.547645449638367,0.477375596761703,1.3503046618478,-1.26044448640927,1.70171965619174,0.694695770740509,0.13184167444706,-0.280268669128418,-0.024893593611195666,0.036705196990224065,0.1272219489514828,-0.0029767380794510074,-0.07880891139619055,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,12.0,891.306396484375,77.6389738731809,12.9533874197052,1495530786.093,Hard Acceleration,62,62,matched
43.91999931335436,0.694951236248016,0.192244738340378,-0.410484582185745,1.3505037643755,-1.27199971265646,1.72483554066638,0.31152468919754,0.104510933160782,-0.54074764251709,-0.006593330921605225,0.033062115205975726,0.13271906159818175,-0.0026234039803966673,-0.092818964375183,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.179,Hard Acceleration,63,63,matched
43.91999931335436,-0.1324482858181,-0.0913969129323959,-0.370835214853287,1.39050776540375,-1.29939830778705,1.75987025920247,0.30722576379776,0.263546615839005,-0.437876552343369,-0.009192270934581753,0.027033006145211407,0.13501582704484466,0.004962048665620413,-0.1016887094639242,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.266,Hard Acceleration,64,64,matched
43.91999931335436,0.216277003288269,0.0191164631396532,-0.0156637895852327,1.38853781587288,-1.28489329879553,1.7523866488585,0.497761487960815,0.0205309595912695,-0.515472173690796,-0.003711327537894247,0.023608597150596333,0.14351881779730324,0.008292529233731362,-0.10911380609497431,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.365,Hard Acceleration,65,65,matched
43.91999931335436,0.102126516401768,-0.415611833333969,-0.175238445401192,1.38309762858923,-1.33624805454456,1.81276907955815,0.574723601341248,-0.0735940188169479,-0.366164475679398,-0.0032650264352559965,0.008180353275092794,0.15406719744205477,0.008631408163346385,-0.11711495390161876,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.452,Hard Acceleration,66,66,matched
43.91999931335436,-0.539676547050476,-0.0395024754106998,0.29809296131134,1.36958329073628,-1.25439659203265,1.74314681952905,0.50442111492157,-0.147479206323624,-0.141092345118523,-0.017180158123373975,0.0001223696829401977,0.16134322881698612,0.004752835952676862,-0.12041257338598374,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.55,Hard Acceleration,67,67,matched
43.91999931335436,-0.199408516287804,0.230748325586319,0.188181415200233,1.34060654945251,-1.23140459139171,1.74006609331969,0.307173073291779,-0.0237218588590622,-0.135726854205132,-0.0183983837813139,0.00291327223792906,0.16545413702726366,0.0024137689406052523,-0.12391356052830821,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.648,Hard Acceleration,68,68,matched
43.91999931335436,0.214823916554451,0.350236028432846,-0.103276662528515,1.33616144134068,-1.29828923563645,1.84417232078093,0.308701992034912,0.144092828035355,-0.432513296604156,-0.008429141864180558,0.009986123029666496,0.16911938756704334,0.005611228630878068,-0.13204453887417916,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.734,Hard Acceleration,69,69,matched
43.91999931335436,-0.109751105308533,0.00132616981863976,0.0117470417171717,1.34023020780955,-1.31267273689721,1.86716183171805,0.477869927883148,0.189265936613083,-0.439283847808838,-0.008961094692349432,0.01123531240649755,0.17615872800350194,0.011345540271140675,-0.13949895547702912,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.822,Hard Acceleration,70,70,matched
43.91999931335436,0.169388994574547,-0.349133372306824,0.345869958400726,1.30141775768416,-1.16377818407951,1.71092311616347,0.629431128501892,-0.0793832391500473,-0.35732239484787,-0.004058280512690539,0.0029166703266673743,0.18630718231201177,0.011429210142232518,-0.143276653457433,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530786.919,Hard Acceleration,71,71,matched
43.91999931335436,0.0928491875529289,0.19270071387291,0.495737791061401,1.28624125811116,-1.10357471029153,1.64835818851739,0.569002032279968,-0.0536410808563232,0.00376240955665708,-0.014602951481938362,0.004242168549972134,0.1963179072737694,0.010928292931057553,-0.143676040628925,Hard Acceleration,2017-05-23  09:12:59.885+0000,10.0,16.0,892.04443359375,77.6390566025652,12.9532854538532,1495530787.007,Hard Acceleration,72,72,matched
